,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,pips_candle_max_30_60_after,pips_candle_min_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_60_180_after,reaction_min_60_180_after
453,2009-04-23 08:30:00,32,-0.2,0,-1.18,0,0,0,1,1,0,0,1,2009,17,3,1,17,-1,6,-3,16,-11,9,9,7,1,16,6,28,-11,15,-13,46,-35,-8,0
454,2009-04-23 10:00:00,14,-0.33,1,-0.33,0,0,0,1,1,0,0,1,2009,17,3,1,16,5,24,14,6,-4,16,11,8,1,9,4,28,5,20,-8,33,-29,-23,0
455,2009-04-24 08:30:00,8,0.16,0,-2.22,1,0,1,0,0,0,1,1,2009,17,4,1,21,-8,26,-9,13,-4,25,22,14,13,13,-3,43,27,36,-7,33,-15,-34,1
456,2009-04-24 10:00:00,21,0.46,1,1.4,1,0,1,0,0,1,0,1,2009,17,4,1,19,-6,11,-4,10,-1,10,6,13,-7,9,8,29,-22,4,-25,49,23,-9,0
457,2009-04-28 10:00:00,4,1.44,1,1.68,0,0,1,0,0,1,0,1,2009,18,1,1,28,24,9,0,13,-6,7,4,11,1,17,-12,26,20,24,-2,35,14,-23,0
458,2009-04-29 08:30:00,1,-1.53,1,-4.71,3,0,0,1,0,0,1,1,2009,18,2,1,17,-11,14,3,12,-6,15,-15,21,19,15,-4,26,-8,7,-19,30,4,-7,0
459,2009-04-29 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,18,2,1,66,-53,40,-10,29,-1,35,6,25,13,13,0,30,-3,19,-11,67,9,-41,1
460,2009-04-30 08:30:00,32,0.31,0,-1.86,1,0,1,0,0,0,1,1,2009,18,3,1,31,-15,15,-3,24,-13,15,-6,18,-13,13,11,39,-6,5,-34,53,-9,-8,0
461,2009-05-01 10:00:00,17,0.69,1,0.0,0,0,1,0,1,0,0,1,2009,18,4,1,19,3,14,-11,19,6,27,-20,11,7,9,2,17,-8,5,-12,40,8,-11,0
462,2009-05-04 10:00:00,24,0.7,1,-0.06,0,0,1,0,1,0,0,1,2009,19,0,1,32,27,10,-6,12,8,16,9,15,13,8,-4,28,13,18,-10,77,45,-13,0
463,2009-05-05 10:00:00,18,0.32,0,0.0,0,0,1,0,1,0,0,1,2009,19,1,1,19,8,17,-9,25,-20,16,1,17,-15,14,7,32,-14,6,-26,48,-42,-13,0
464,2009-05-06 08:15:00,0,2.15,1,0.33,2,0,1,0,0,1,0,1,2009,19,2,1,36,25,24,10,13,-2,14,4,11,-2,18,10,22,7,13,-9,72,35,-84,1
465,2009-05-07 08:30:00,32,1.53,1,-1.83,1,0,1,0,1,0,0,1,2009,19,3,1,20,-13,75,-22,35,18,56,34,23,8,46,3,67,19,34,-33,88,46,-65,1
466,2009-05-08 08:30:00,22_33,0.56,1,-1.23,1,1,1,0,1,0,1,2,2009,19,4,2,60,45,27,-2,21,1,14,-1,22,4,17,11,33,-3,18,-15,67,14,-36,1
467,2009-05-12 08:30:00,31,0.23,0,-0.21,0,0,1,0,1,0,0,1,2009,20,1,1,36,22,13,-5,24,-15,10,-9,25,-17,11,1,29,18,18,-11,53,19,-58,1
468,2009-05-13 08:30:00,10_29,-0.75,1,-0.9099999999999999,2,0,0,2,0,0,2,2,2009,20,2,2,39,-37,28,-12,15,7,19,16,10,3,17,6,39,-23,7,-32,57,-15,-25,0
469,2009-05-14 08:30:00,32_23,-1.1800000000000002,1,-1.75,1,0,1,1,2,0,0,2,2009,20,3,2,23,9,13,3,17,12,11,-5,13,4,15,-9,37,33,33,-4,42,-21,-15,0
470,2009-05-15 08:30:00,7,1.83,1,0.0,0,0,1,0,1,0,0,1,2009,20,4,1,17,4,23,14,12,-5,19,12,10,2,13,-5,36,14,22,-14,49,-27,-22,0
471,2009-05-15 09:00:00,30,0.56,1,0.0,0,0,1,0,1,0,0,1,2009,20,4,1,19,-3,12,-7,9,-2,25,19,12,1,5,2,37,11,15,-22,52,37,-59,1
472,2009-05-19 08:30:00,3,-0.8,0,0.0,0,0,0,1,1,0,0,1,2009,21,1,1,21,-21,15,-8,12,-3,15,3,10,1,7,-1,23,6,11,-12,32,-14,-22,0
473,2009-05-21 08:30:00,32,-0.03,0,-2.56,1,1,0,0,0,0,1,1,2009,21,3,1,11,-6,13,4,12,-8,29,-10,16,-14,19,3,32,11,15,-17,28,5,-10,0
474,2009-05-26 10:00:00,4,1.59,1,2.82,1,0,1,0,0,1,0,1,2009,22,1,1,27,16,9,1,24,23,15,12,16,-11,11,1,28,13,25,-3,75,9,-12,0
475,2009-05-27 10:00:00,14,0.09,0,-0.66,0,0,1,0,1,0,0,1,2009,22,2,1,32,-23,16,-8,15,3,27,-26,20,-4,11,4,48,34,40,-8,67,18,-19,0
476,2009-05-28 08:30:00,32_8,0.61,0,-7.609999999999999,2,0,2,0,0,0,2,2,2009,22,3,2,14,2,23,15,10,-5,17,-8,12,-8,8,-2,82,63,68,-14,31,-10,-35,1
477,2009-05-28 10:00:00,21,-0.29,0,-0.28,0,0,0,1,0,0,1,1,2009,22,3,1,26,-22,13,1,14,-7,15,4,12,-6,15,4,28,13,17,-11,94,74,-37,1
478,2009-05-29 08:30:00,26,-0.38,1,-0.05,0,0,0,1,1,0,0,1,2009,22,4,1,24,13,19,-9,11,-7,14,14,7,-5,5,3,36,-20,16,-20,44,-32,-21,0
479,2009-06-01 10:00:00,17,0.25,0,0.0,0,0,1,0,1,0,0,1,2009,23,0,1,27,17,35,-32,16,13,13,0,14,-9,31,-31,32,-17,11,-21,54,-4,-3,0
480,2009-06-02 10:00:00,24,1.39,1,0.0,0,0,1,0,1,0,0,1,2009,23,1,1,17,13,18,-10,8,-6,14,10,9,-1,21,1,37,7,8,-29,67,14,-50,1
481,2009-06-03 08:15:00,0,-0.05,0,-0.49,2,0,0,1,0,0,1,1,2009,23,2,1,21,1,25,-16,16,15,18,10,13,-11,17,-12,42,-8,10,-32,45,-20,-19,0
482,2009-06-03 10:00:00,18,-0.52,0,0.0,0,0,0,1,1,0,0,1,2009,23,2,1,29,3,21,13,14,-7,19,-10,19,14,20,10,33,3,23,-10,50,-1,-50,1
483,2009-06-04 08:30:00,32,-0.04,0,-2.39,0,1,0,0,1,0,0,1,2009,23,3,1,23,12,32,3,23,5,27,8,35,29,29,12,64,-35,25,-39,89,-51,-15,0
484,2009-06-05 08:30:00,22_33,2.1500000000000004,3,1.49,1,0,1,1,1,1,0,2,2009,23,4,2,87,70,25,-10,35,-32,42,-14,81,-72,35,-15,87,-53,8,-79,106,-2,-61,1
485,2009-06-10 08:30:00,31,-0.07,0,-1.86,1,1,0,0,0,0,1,1,2009,24,2,1,19,3,21,-12,7,1,15,3,13,-7,20,-18,43,-18,12,-31,62,-23,-98,1
486,2009-06-11 08:30:00,32_10_29,0.8400000000000001,2,-1.81,1,0,3,0,1,2,0,3,2009,24,3,3,35,-16,30,22,27,5,14,-3,25,-12,18,11,46,25,26,-20,67,-17,-9,0
487,2009-06-15 09:00:00,30,-1.03,1,-0.11,0,0,0,1,1,0,0,1,2009,25,0,1,4,-2,8,-2,5,-1,8,-6,8,8,5,0,36,-19,9,-27,42,23,-68,1
488,2009-06-16 08:30:00,23_3,-1.08,1,-1.01,0,1,0,1,2,0,0,2,2009,25,1,2,14,7,13,-6,12,12,5,-2,17,-17,3,1,39,-33,6,-33,30,-2,-16,0
489,2009-06-17 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,25,2,1,9,7,7,-4,9,8,14,13,17,17,6,4,20,3,12,-8,44,-23,-48,1
490,2009-06-18 08:30:00,32,0.0,0,-2.7,1,1,0,0,1,0,0,1,2009,25,3,1,14,14,16,16,8,-6,8,-4,11,8,9,1,32,15,27,-5,26,-16,-7,0
491,2009-06-18 09:59:00,25,1.38,1,0.0,0,0,1,0,1,0,0,1,2009,25,3,1,12,12,7,-2,8,5,5,-1,7,-4,9,-6,25,-10,8,-17,39,19,-11,0
492,2009-06-23 10:00:00,14,-0.19,0,-1.2,0,0,0,1,1,0,0,1,2009,26,1,1,22,8,16,-5,18,-17,12,6,15,3,20,-15,25,8,9,-16,40,20,-4,0
493,2009-06-24 08:30:00,8,0.48,1,-0.59,0,0,1,0,0,0,1,1,2009,26,2,1,29,18,16,-10,12,5,10,1,16,12,15,9,33,-6,17,-16,65,15,-33,1
494,2009-06-24 10:00:00,21,-0.48,0,-0.49,0,0,0,1,0,0,1,1,2009,26,2,1,15,-8,13,0,9,3,12,5,21,-15,8,1,36,15,28,-8,55,-46,-85,1
495,2009-06-24 14:18:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,26,2,1,45,20,44,-4,28,-25,39,-19,22,15,25,-20,46,-16,15,-31,75,-59,-9,0
496,2009-06-25 08:30:00,32,-4.16,1,-2.7,1,0,0,1,1,0,0,1,2009,26,3,1,22,-11,12,-2,21,-14,10,3,14,-7,13,-3,23,15,15,-8,43,-5,-36,1
497,2009-06-30 10:00:00,4,-0.66,1,-0.12,0,0,0,1,1,0,0,1,2009,27,1,1,2,-1,1,0,1,0,1,1,1,0,1,1,2,0,0,-2,2,0,-1,0
498,2009-07-01 08:15:00,0,-0.9,1,0.85,3,0,0,1,0,1,0,1,2009,27,2,1,31,-10,18,1,38,27,11,-3,18,-8,14,6,36,22,26,-10,57,40,-18,0
499,2009-07-01 10:00:00,17_24,-0.4,0,0.56,0,1,0,1,1,1,0,2,2009,27,2,2,23,0,15,4,13,-9,19,12,13,5,11,-3,29,-18,7,-22,51,7,-17,0
500,2009-07-02 08:30:00,22_33,-0.16999999999999993,2,0.59,1,0,1,1,1,1,0,2,2009,27,3,2,45,1,38,-28,21,4,22,0,22,13,15,-2,32,-18,8,-24,66,-10,-28,1
501,2009-07-06 10:00:00,18,0.54,0,0.0,0,0,1,0,1,0,0,1,2009,28,0,1,16,-7,10,-3,15,-10,13,-7,11,-3,9,0,27,17,24,-3,42,18,-12,0
502,2009-07-10 08:30:00,31,0.79,1,-0.75,0,0,1,0,1,0,0,1,2009,28,4,1,21,11,14,-2,19,15,12,-3,14,2,13,5,33,2,23,-10,43,-13,-6,0
503,2009-07-14 08:30:00,10_29_23,1.32,1,-0.26,0,0,2,1,2,0,1,3,2009,29,1,3,32,-8,19,-6,19,-5,13,-3,13,6,12,-6,44,26,31,-13,34,2,-47,1
504,2009-07-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,29,2,1,19,-7,16,11,11,-2,15,7,15,0,13,-3,26,-2,9,-17,35,21,-15,0
505,2009-07-16 09:00:00,30,-0.77,1,-0.08,0,0,0,1,1,0,0,1,2009,29,3,1,18,2,14,-4,10,2,11,-4,16,-13,13,6,23,9,14,-9,43,11,-12,0
506,2009-07-17 08:30:00,3,1.07,1,0.0,0,0,1,0,1,0,0,1,2009,29,4,1,12,4,18,5,9,-3,11,2,14,0,23,16,30,15,22,-8,44,-18,-17,0
507,2009-07-23 08:30:00,32,-0.11,0,-3.65,0,1,0,0,1,0,0,1,2009,30,3,1,16,2,11,5,12,0,10,-1,13,-5,14,-1,40,-19,18,-22,28,11,-17,0
508,2009-07-23 10:00:00,14,0.34,1,-1.05,1,0,1,0,0,0,1,1,2009,30,3,1,11,-5,18,8,11,1,28,21,8,2,12,-2,28,-6,6,-22,41,-1,-13,0
509,2009-07-27 10:00:00,21,1.33,1,0.32,1,0,1,0,0,1,0,1,2009,31,0,1,24,10,14,-6,20,-16,13,-4,13,-6,12,-4,21,0,10,-11,30,-19,-29,1
510,2009-07-28 10:00:00,4,-0.25,0,0.0,0,0,0,1,1,0,0,1,2009,31,1,1,26,-16,27,-9,21,-11,13,2,7,-2,11,1,19,5,10,-9,54,-26,-43,1
511,2009-07-29 08:30:00,8,0.41,0,-0.28,0,0,1,0,0,0,1,1,2009,31,2,1,19,2,26,-18,15,-7,17,10,10,-1,7,-3,27,-8,8,-19,35,0,-79,1
512,2009-07-30 08:30:00,32,-0.41,0,-5.98,1,0,0,1,0,0,1,1,2009,31,3,1,18,-4,16,-7,14,5,15,10,10,1,13,2,21,-2,12,-9,25,-2,-24,0
513,2009-07-31 08:30:00,1,0.38,0,0.46,1,0,1,0,0,1,0,1,2009,31,4,1,23,-7,23,-14,16,10,10,2,14,-1,10,-3,36,8,11,-25,27,-17,-16,0
514,2009-08-03 10:00:00,17,2.83,1,0.0,0,0,1,0,1,0,0,1,2009,32,0,1,35,33,21,3,23,16,20,7,21,6,30,12,36,19,29,-7,51,13,-23,0
515,2009-08-04 10:00:00,24,0.73,1,0.96,1,0,1,0,0,1,0,1,2009,32,1,1,22,7,15,-3,17,9,14,-6,16,-11,12,-1,26,6,23,-3,42,22,-19,0
516,2009-08-05 08:15:00,0,-0.2,0,0.17,1,0,0,1,0,1,0,1,2009,32,2,1,21,-5,19,-5,14,-8,16,-6,13,3,10,-1,19,-6,7,-12,46,-4,-39,1
517,2009-08-05 10:00:00,18,-1.49,1,0.0,0,0,0,1,1,0,0,1,2009,32,2,1,25,-11,12,0,23,-8,15,-5,21,14,10,2,24,19,21,-3,41,-11,-6,0
518,2009-08-06 08:30:00,32,1.59,1,-3.51,1,0,1,0,1,0,0,1,2009,32,3,1,13,1,19,10,22,10,15,1,16,-10,12,-5,27,0,13,-14,21,4,-52,1
519,2009-08-07 08:30:00,22_33,2.2,2,0.62,1,0,2,0,1,1,0,2,2009,32,4,2,35,8,86,-69,31,0,51,-11,31,-3,29,20,71,-42,27,-44,66,23,-99,1
520,2009-08-12 08:30:00,31,0.33,0,0.0,0,0,1,0,1,0,0,1,2009,33,2,1,18,-8,11,0,15,4,15,9,13,-1,12,-8,26,4,16,-10,42,1,-17,0
521,2009-08-12 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,2,1,63,-44,32,-8,44,-30,24,-1,14,3,20,14,77,31,56,-21,63,5,-32,1
522,2009-08-13 08:30:00,32_10_29,-2.9000000000000004,3,-2.48,1,0,0,3,1,2,0,3,2009,33,3,3,25,-17,15,0,15,6,23,-9,16,3,17,13,37,-11,21,-16,80,30,-22,0
523,2009-08-14 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,4,1,16,5,15,-8,10,0,9,2,11,-4,18,-9,20,-5,10,-10,27,-4,-51,1
524,2009-08-17 09:00:00,30,1.68,1,-0.14,0,0,1,0,1,0,0,1,2009,34,0,1,18,8,13,-5,10,3,11,1,8,-2,11,-8,16,-3,4,-12,29,21,-16,0
525,2009-08-18 08:30:00,23_3,-1.3800000000000001,1,-1.01,0,1,0,1,2,0,0,2,2009,34,1,2,22,-1,15,-9,20,16,13,-4,14,-8,15,-9,18,1,5,-13,36,-7,-14,0
526,2009-08-20 08:30:00,32,-1.2,1,-2.74,0,0,0,1,1,0,0,1,2009,34,3,1,16,-6,12,-6,17,9,11,4,14,-3,11,-3,29,0,20,-9,24,18,-14,0
527,2009-08-21 10:00:00,14,1.45,1,0.0,0,0,1,0,1,0,0,1,2009,34,4,1,51,41,20,-12,13,8,25,-22,20,-15,30,-12,45,-18,8,-37,57,2,-17,0
528,2009-08-25 10:00:00,4,0.74,1,0.99,0,0,1,0,0,1,0,1,2009,35,1,1,21,-5,24,-8,17,-10,17,-10,16,8,12,-5,19,4,11,-8,28,5,-24,0
529,2009-08-26 08:30:00,8,-0.09,0,1.08,1,0,0,1,0,1,0,1,2009,35,2,1,32,-22,18,4,10,0,16,8,17,11,7,-4,45,-30,9,-36,32,13,-38,1
530,2009-08-26 10:00:00,21,1.66,1,0.91,1,0,1,0,0,1,0,1,2009,35,2,1,20,15,12,0,13,9,18,-9,16,6,16,-12,29,2,10,-19,66,-64,-28,1
531,2009-08-27 08:30:00,32_26,0.42,2,-6.22,2,0,1,1,2,0,0,2,2009,35,3,2,23,-15,15,11,14,5,14,-9,15,-5,11,3,20,-3,9,-11,35,8,-31,1
532,2009-09-01 10:00:00,17_24,2.69,1,0.0,0,0,2,0,2,0,0,2,2009,36,1,2,21,-3,23,13,15,-13,14,-5,10,4,13,9,28,-20,4,-24,50,22,-93,1
533,2009-09-02 08:15:00,0,-0.5,1,0.28,1,0,0,1,0,1,0,1,2009,36,2,1,23,-9,18,-15,17,12,20,4,15,4,17,-9,23,-15,5,-18,36,-13,-4,0
534,2009-09-03 08:30:00,32,-0.29,0,-5.66,1,0,0,1,1,0,0,1,2009,36,3,1,23,-15,25,-8,17,2,10,-5,12,-4,13,-2,25,-8,6,-19,45,3,-46,1
535,2009-09-03 10:00:00,18,-0.07,0,0.0,0,1,0,0,1,0,0,1,2009,36,3,1,27,-14,19,-1,15,-3,18,-12,10,4,17,-1,17,2,10,-7,33,-9,-12,0
536,2009-09-04 08:30:00,22_33,-1.28,1,-1.02,1,0,1,1,1,0,1,2,2009,36,4,2,33,17,20,-6,44,-26,12,-2,32,-16,14,-4,32,-4,9,-23,33,-7,-17,0
537,2009-09-10 08:30:00,31_32,-0.73,2,-14.82,1,0,1,1,1,0,1,2,2009,37,3,2,25,17,15,4,21,10,12,-7,26,3,21,-17,67,-33,10,-57,49,16,-33,1
538,2009-09-15 08:30:00,10_29_23,3.5300000000000002,3,-0.07,0,0,3,0,1,1,1,3,2009,38,1,3,20,4,37,-28,21,-6,16,5,30,-21,18,10,31,18,25,-6,33,11,-24,0
539,2009-09-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,38,2,1,21,-13,17,6,10,-5,21,12,19,13,11,-3,29,-13,13,-16,25,-2,-34,1
540,2009-09-16 09:00:00,30,-1.04,1,-0.17,0,0,0,1,1,0,0,1,2009,38,2,1,20,8,13,8,15,-11,17,-5,8,-1,11,-7,40,-17,11,-29,51,11,-18,0
541,2009-09-17 08:30:00,32_3,0.66,1,-6.39,1,1,1,0,1,0,1,2,2009,38,3,2,24,-15,19,11,13,3,14,8,11,-6,12,-6,25,-3,7,-18,31,-4,-10,0
542,2009-09-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,39,2,1,65,42,32,-3,21,12,25,9,17,-14,15,-5,39,-20,13,-26,71,-4,-55,1
543,2009-09-24 08:30:00,32,1.16,1,-3.65,1,0,1,0,0,0,1,1,2009,39,3,1,28,12,10,-3,11,4,13,5,13,1,11,-6,31,-20,8,-23,38,7,-103,1
544,2009-09-24 10:00:00,14,-2.12,1,0.0,0,0,0,1,1,0,0,1,2009,39,3,1,30,-27,14,-9,14,-6,19,-8,16,6,13,2,46,-11,2,-44,62,-33,-28,1
545,2009-09-25 08:30:00,8,-1.48,0,-0.07,0,0,0,1,1,0,0,1,2009,39,4,1,33,-31,17,-3,14,3,15,9,16,-6,14,7,32,13,22,-10,59,-17,-19,0
546,2009-09-25 10:00:00,21,-0.51,0,-0.59,0,0,0,1,0,0,1,1,2009,39,4,1,36,15,24,16,20,-14,19,9,16,-4,13,-3,27,-12,6,-21,57,37,-34,1
547,2009-09-29 10:00:00,4,-0.5,0,0.57,0,0,0,1,0,1,0,1,2009,40,1,1,16,-4,23,14,14,-1,11,-1,17,-12,15,8,31,-16,10,-21,53,-17,-8,0
548,2009-09-30 08:15:00,0,-0.59,1,0.54,1,0,0,1,0,1,0,1,2009,40,2,1,26,18,35,-21,26,-16,20,11,18,-5,19,-13,40,20,26,-14,41,-19,-44,1
549,2009-10-01 08:30:00,32,-1.66,1,-2.98,0,0,0,1,1,0,0,1,2009,40,3,1,36,-7,26,16,13,2,15,11,12,2,18,6,16,8,10,-6,36,4,-42,1
550,2009-10-01 10:00:00,17_24,1.08,2,0.0,0,0,1,1,2,0,0,2,2009,40,3,2,20,-6,19,-9,11,3,19,-10,10,4,8,-3,45,16,42,-3,26,0,-33,1
551,2009-10-02 08:30:00,22_33,-0.82,1,0.45,0,1,0,1,1,1,0,2,2009,40,4,2,60,-40,16,4,24,12,17,1,23,-11,20,14,58,21,38,-20,70,1,-9,0
552,2009-10-05 10:00:00,18,0.7,0,0.0,0,0,1,0,1,0,0,1,2009,41,0,1,13,-4,16,-5,12,1,14,7,15,6,12,-2,20,10,13,-7,32,20,-10,0
553,2009-10-08 08:30:00,32,1.47,1,-2.24,0,0,1,0,1,0,0,1,2009,41,3,1,15,1,23,10,7,-1,17,-8,31,6,35,26,66,-49,12,-54,21,-3,-13,0
554,2009-10-09 08:30:00,31,0.63,0,-0.28,0,0,1,0,1,0,0,1,2009,41,4,1,11,-5,12,6,13,-11,11,0,9,-1,13,0,29,14,23,-6,33,-18,-18,0
555,2009-10-14 08:30:00,10_29,1.1,1,-3.2199999999999998,1,0,2,0,0,0,2,2,2009,42,2,2,22,-7,17,9,13,-6,9,-2,9,0,10,5,29,4,9,-20,26,2,-31,1
556,2009-10-15 08:30:00,32_7,1.7400000000000002,1,-1.83,0,0,2,0,2,0,0,2,2009,42,3,2,18,4,14,1,15,-11,12,-3,15,-7,14,-4,40,26,31,-9,58,8,-8,0
557,2009-10-16 09:00:00,30,-0.03,0,0.0,0,1,0,0,1,0,0,1,2009,42,4,1,19,13,15,-3,9,-1,10,0,13,3,12,-4,41,12,29,-12,40,-21,-9,0
558,2009-10-20 08:30:00,23_3,-1.65,1,0.0,0,1,0,1,2,0,0,2,2009,43,1,2,23,7,21,-14,13,4,10,-5,21,11,9,0,20,-11,3,-17,23,1,-40,1
559,2009-10-22 08:30:00,32,-0.93,1,-3.3,1,0,0,1,0,0,1,1,2009,43,3,1,15,-8,12,1,14,-2,9,-2,12,-1,11,1,43,13,37,-6,29,25,-33,1
560,2009-10-23 10:00:00,14,1.15,1,-0.49,0,0,1,0,1,0,0,1,2009,43,4,1,15,-6,14,-4,16,-4,13,6,11,-1,15,4,24,10,15,-9,32,-12,-21,0
561,2009-10-27 10:00:00,4,-0.78,1,-0.43,1,0,0,1,1,0,0,1,2009,44,1,1,39,-31,30,-14,22,10,22,-15,11,6,22,15,22,2,15,-7,81,-29,-33,1
562,2009-10-28 08:30:00,8,0.31,0,-0.32,0,0,1,0,0,0,1,1,2009,44,2,1,15,2,13,-1,13,4,9,0,9,1,14,5,25,6,14,-11,46,27,-57,1
563,2009-10-28 10:00:00,21,-1.5,1,-1.46,0,0,0,1,0,0,1,1,2009,44,2,1,29,-23,11,7,15,6,10,2,13,4,12,-2,37,-25,3,-34,42,-3,-54,1
564,2009-10-29 08:30:00,32_1,-0.13999999999999996,0,0.22,1,0,1,1,1,1,0,2,2009,44,3,2,32,14,19,6,22,9,29,15,20,14,14,4,31,-8,5,-26,41,-13,-6,0
565,2009-11-02 10:00:00,17_24,3.66,2,0.0,0,0,2,0,2,0,0,2,2009,45,0,2,41,34,12,-5,10,5,21,19,11,-4,12,3,33,-22,9,-24,76,27,-59,1
566,2009-11-04 08:15:00,0,-0.49,0,0.73,2,0,0,1,0,1,0,1,2009,45,2,1,19,9,15,4,25,17,9,-4,10,-5,14,2,26,13,19,-7,33,-8,-4,0
567,2009-11-04 10:00:00,18,-0.82,0,0.0,0,0,0,1,1,0,0,1,2009,45,2,1,33,17,10,1,18,14,14,-7,7,-3,8,-2,23,3,16,-7,48,29,-10,0
568,2009-11-04 14:19:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,45,2,1,51,-17,34,-25,38,24,16,-3,54,30,16,9,32,-5,14,-18,58,42,-28,1
569,2009-11-05 08:30:00,32,0.63,1,-0.92,0,0,1,0,1,0,0,1,2009,45,3,1,19,16,20,4,33,29,17,-11,19,-12,13,5,37,-23,4,-33,25,15,-19,0
570,2009-11-06 08:30:00,22_33,-1.8299999999999998,1,1.77,1,0,0,2,1,1,0,2,2009,45,4,2,31,-24,33,0,23,10,40,-25,19,-6,30,18,48,24,38,-10,44,-15,-27,1
571,2009-11-12 08:30:00,32,0.66,1,-0.92,0,0,1,0,1,0,0,1,2009,46,3,1,15,-4,11,5,20,11,12,-5,8,0,9,-1,28,-13,6,-22,33,2,-72,1
572,2009-11-13 08:30:00,31,-1.39,1,-0.28,0,0,0,1,1,0,0,1,2009,46,4,1,19,11,14,1,17,-13,13,-1,8,2,11,3,45,-7,28,-17,38,0,-11,0
573,2009-11-13 09:55:00,28,-1.29,1,1.24,0,0,0,1,0,1,0,1,2009,46,4,1,21,-20,18,12,19,6,16,-1,12,6,12,2,46,38,40,-6,53,-26,-13,0
574,2009-11-16 08:30:00,10_29,0.27,1,-3.34,2,0,1,1,0,0,2,2,2009,47,0,2,30,-12,14,9,12,6,11,0,9,0,10,1,16,-2,5,-11,44,-7,-11,0
575,2009-11-17 08:30:00,23,-0.37,1,0.0,0,0,0,1,1,0,0,1,2009,47,1,1,17,2,18,12,11,1,15,-10,10,-1,13,-3,25,-14,5,-20,34,13,-40,1
576,2009-11-17 09:00:00,30,0.26,0,29.11,3,0,1,0,0,1,0,1,2009,47,1,1,13,4,11,-6,12,3,15,-7,17,7,17,-8,30,4,26,-4,32,-2,-56,1
577,2009-11-18 08:30:00,7_3,0.7100000000000002,0,0.0,0,0,1,1,2,0,0,2,2009,47,2,2,14,0,14,6,19,-15,8,-2,11,3,12,1,63,36,55,-8,35,-20,-18,0
578,2009-11-19 08:30:00,32,-0.16,0,-1.37,0,1,0,0,1,0,0,1,2009,47,3,1,21,10,14,-4,9,0,9,2,17,6,10,-2,24,12,20,-4,34,12,-30,1
579,2009-11-23 10:00:00,14,1.99,2,-1.45,1,0,1,0,0,0,1,1,2009,48,0,1,19,-5,9,4,18,-3,7,-1,14,-8,9,-2,18,-3,5,-13,19,10,-17,0
580,2009-11-24 08:30:00,26,-0.17,0,-2.35,1,0,0,1,1,0,0,1,2009,48,1,1,14,-11,9,-2,24,21,14,4,13,-7,9,-1,21,-5,7,-14,19,-4,-44,1
581,2009-11-24 10:00:00,4,0.38,0,2.28,1,0,1,0,0,1,0,1,2009,48,1,1,28,-1,24,-8,7,1,2,1,1,-1,2,0,24,5,23,-1,41,-25,-26,0
582,2009-11-25 08:30:00,32_8,0.7699999999999996,2,-0.6600000000000001,1,0,1,1,1,1,0,2,2009,48,2,2,13,-5,14,5,17,-9,10,0,10,3,19,-6,21,-6,11,-10,19,-3,-16,0
583,2009-11-25 10:00:00,21,0.64,1,0.31,0,0,1,0,0,1,0,1,2009,48,2,1,17,2,12,0,10,-1,14,6,11,-5,12,-6,23,5,13,-10,34,-6,-8,0
584,2009-11-30 09:45:00,6,0.64,1,0.0,0,0,1,0,1,0,0,1,2009,49,0,1,13,-6,10,-2,15,3,12,0,13,6,11,5,23,-6,16,-7,34,-9,-40,1
585,2009-12-01 10:00:00,17_24,0.84,2,-0.31,0,0,1,1,2,0,0,2,2009,49,1,2,17,7,15,-7,15,2,10,3,12,5,12,-1,21,-1,8,-13,30,7,-15,0
586,2009-12-02 08:15:00,0,-0.71,0,0.53,1,0,0,1,0,1,0,1,2009,49,2,1,15,-7,15,10,11,-5,13,-4,10,-1,9,2,27,-14,5,-22,18,6,-32,1
587,2009-12-03 08:30:00,32,1.36,1,-2.7,0,0,1,0,1,0,0,1,2009,49,3,1,18,-10,58,22,33,-20,18,-4,21,-13,14,-5,46,-20,18,-28,21,-2,-15,0
588,2009-12-03 10:00:00,18,-2.41,1,0.0,0,0,0,1,1,0,0,1,2009,49,3,1,18,-9,12,6,9,-4,9,-5,9,4,15,9,24,5,9,-15,48,-14,-18,0
